Datetime,Brine Flowrate (T/h),Fluid Temperature (°C),NCG+Steam Flowrate (T/h),Ambient Temperature (°C),Reinjection Temperature (°C),Gross Power (MW),Predicted Gross Power (MW),Has Red Warning,Has Yellow Warning,Red Warning Features,Yellow Warning Features
2025-01-02,1869.65246582031,175.03,45.48961353302,4.75130939483642,83.6248474121093,45.16628074645996,42.95392,False,False,[],[]
2025-01-02,1870.291015625,175.05,45.3717241287231,4.6542272567749,83.762825012207,45.254940032958984,42.803226,False,False,[],[]
2025-01-02,1868.50817871093,175.02,45.2688789367675,4.37213420867919,83.4927902221679,45.33502388000488,42.989883,False,False,[],[]
2025-01-02,1867.6669921875,175.0,45.2610988616943,4.29566621780395,83.4181518554687,45.35429382324219,43.023445,False,False,[],[]
2025-01-02,1865.69006347656,175.01,44.9926710128784,4.19555616378784,83.3638381958007,45.41708183288574,42.98871,False,False,[],[]
2025-01-02,1867.56262207031,175.01,45.0649976730346,4.99431943893432,83.4358825683593,45.13702201843262,42.969215,False,False,[],[]
2025-01-02,1853.76489257812,174.98,46.6744766235351,6.10874223709106,83.468147277832,44.64117622375488,42.856777,False,False,[],[]
2025-01-02,1885.78942871093,174.91,45.5808887481689,7.47243452072143,84.5054016113281,44.37673568725586,42.579807,False,False,[],[]
2025-01-02,1880.43835449218,174.85,44.8693599700927,8.53732109069824,84.9262390136718,43.8605842590332,42.355167,False,False,[],[]
2025-01-02,1882.32849121093,174.81,45.1881208419799,9.71548175811767,85.2770004272461,43.38192939758301,42.091362,False,False,[],[]
2025-01-02,1871.06188964843,174.81,45.2650241851806,10.3567018508911,85.4546890258789,43.08116912841797,41.59236,False,False,[],[]
2025-01-02,1866.31384277343,174.81,44.5937814712524,11.4927206039428,85.5585708618164,42.62236785888672,41.38469,False,False,[],[]
2025-01-02,1834.01599121093,174.87,45.3869132995605,11.1319942474365,85.7595672607421,43.04865264892578,40.940247,False,False,[],[]
2025-01-02,1818.3193359375,174.79,88.5488443374633,10.5419731140136,84.7189865112304,45.09543418884277,45.985714,False,False,[],[]
2025-01-02,1852.662109375,174.79,89.6280517578125,9.75451564788818,85.7952346801757,45.785573959350586,46.004345,False,False,[],[]
2025-01-02,1859.92456054687,174.82,89.1484003067016,9.35183811187744,85.8435974121093,45.871498107910156,46.165863,False,False,[],[]
2025-01-02,1852.63793945312,174.83,89.2597608566284,9.29226303100586,85.6075820922851,45.94045448303223,46.131775,False,False,[],[]
2025-01-02,1860.04162597656,174.85,88.3883142471313,9.10366916656494,85.7726135253906,46.01371192932129,46.179127,False,False,[],[]
2025-01-02,1859.94934082031,174.83,88.1964197158813,8.27406406402587,85.439453125,46.43317222595215,46.22929,False,False,[],[]
2025-01-03,1853.791015625,174.82,88.3855781555175,8.62485694885253,85.5301208496093,46.227745056152344,46.178673,False,False,[],[]
2025-01-03,1879.06384277343,174.83,69.9495620727539,8.08821201324462,85.1358032226562,46.44112205505371,43.21557,False,False,[],[]
2025-01-03,1882.41198730468,174.83,69.5681762695312,8.3380479812622,85.357063293457,46.32758140563965,43.207844,False,False,[],[]
2025-01-03,1872.80639648437,174.82,69.0700988769531,8.37538719177246,85.1074523925781,46.30588722229004,42.958443,False,False,[],[]
2025-01-03,1878.35498046875,174.79,69.1571273803711,8.07106208801269,85.1162490844726,46.471731185913086,43.228054,False,False,[],[]
2025-01-03,1875.36987304687,174.78,68.8186292648315,7.78464221954345,84.9546203613281,46.47724151611328,43.40975,False,False,[],[]
2025-01-03,1874.74621582031,174.8,68.2941017150878,7.70298767089843,85.0775909423828,46.52606964111328,43.049145,False,False,[],[]
2025-01-03,1874.53442382812,174.79,68.3847217559814,7.60877466201782,84.9339523315429,46.56236267089844,43.049145,False,False,[],[]
2025-01-03,1881.87023925781,174.83,69.0171461105346,7.3012638092041,84.9023513793945,46.76498603820801,43.331676,False,False,[],[]
2025-01-03,1880.16772460937,174.8,68.5827226638794,7.6375179290771396,85.0557556152343,46.60072708129883,43.18739,False,False,[],[]
2025-01-03,1892.35388183593,174.79,68.5834951400756,9.80885124206543,85.7597503662109,45.35153388977051,42.98149,False,False,[],[]
2025-01-03,1876.40478515625,174.84,70.2979893684387,10.7313652038574,86.4437866210937,45.773000717163086,42.134975,False,False,[],[]
2025-01-03,1869.32019042968,174.93,86.381549835205,10.6237516403198,85.6801681518554,45.77382850646973,42.855087,False,False,[],[]
2025-01-03,1870.54260253906,175.13,85.5535678863525,12.8019723892211,86.4078292846679,44.81349754333496,42.033478,False,False,[],[]
2025-01-03,1859.71276855468,175.12,84.6031475067138,12.8918714523315,86.7388610839843,44.617984771728516,41.961464,False,False,[],[]
2025-01-03,1850.47521972656,175.17,86.0184812545776,13.8353233337402,86.8200302124023,44.09675598144531,41.419903,False,False,[],[]
2025-01-03,1855.68249511718,175.19,85.1550674438476,14.4927673339843,87.1393890380859,43.68868637084961,41.11638,False,False,[],[]
2025-01-03,1856.14904785156,175.26,84.0159997940063,13.9012145996093,87.3787612915039,44.05924034118652,41.174534,False,False,[],[]
2025-01-03,1854.71228027343,175.27,84.3328514099121,13.460428237915,87.1048202514648,44.31097221374512,41.392933,False,False,[],[]
2025-01-03,1852.87268066406,175.32,84.4138631820678,13.1367073059082,86.6506195068359,44.613121032714844,41.574963,False,False,[],[]
2025-01-03,1855.31164550781,175.3,84.2975206375122,12.2787227630615,86.7138671875,45.31705856323242,41.985474,False,False,[],[]
